,Recall,Country,Training Size
94,0.546875,py,8192
95,0.754150390625,mz,8192
96,0.571044921875,au,8192
97,0.5319528739735808,nz,8192
98,0.583984375,se,8192
99,0.5993265993265994,eg,8192
100,0.6693136698808848,id,8192
101,0.6350257542310522,no,8192
102,0.5823798627002288,ee,8192
103,0.96142578125,tz,8192
104,0.8254060324825986,ve,8192
105,0.8022727272727272,in,8192
106,0.5457593027153872,ae,8192
107,0.7814297452752671,cv,8192
108,0.5681697612732095,pl,8192
109,0.7503932878867331,pa,8192
110,0.5572347266881029,ec,8192
111,0.630113876001687,il,8192
112,0.50830078125,be,8192
113,0.51,lu,8192
114,0.585205078125,gb,8192
115,0.793212890625,ao,8192
116,0.28451882845188287,sk,8192
117,0.7083580320094843,do,8192
118,0.5451334379905809,bo,8192
119,0.60595703125,ie,8192
120,0.57275390625,ch,8192
121,0.5632816408204102,dk,8192
122,0.5705548274355614,kr,8192
123,0.5517578125,it,8192
124,0.5904392764857881,cr,16384
125,0.57470703125,nl,16384
126,0.6146220570012392,hu,16384
127,0.62158203125,es,16384
128,0.6419809177646524,tr,16384
129,0.60498046875,de,16384
130,0.5359447004608295,cn,16384
131,0.6054421768707483,cz,16384
132,0.8043217286914766,ro,16384
133,0.58056640625,ar,16384
134,0.5818399044205496,sg,16384
135,0.5328767123287671,mt,16384
136,0.60302734375,ca,16384
137,0.69091796875,co,16384
138,0.596435546875,cl,16384
139,0.7588571428571429,ph,16384
140,0.5172932330827068,hr,16384
141,0.55859375,fr,16384
142,0.3949416342412451,ru,16384
143,0.6005859375,jp,16384
144,0.4992548435171386,th,16384
145,0.5159817351598174,gr,16384
146,0.5455268389662028,fi,16384
147,0.65966796875,pt,16384
148,0.574462890625,us,16384
149,0.6004169562195969,za,16384
150,0.5673828125,uy,16384
151,0.6053546592489569,pe,16384
152,0.9156756756756756,ng,16384
153,0.6630859375,br,16384
154,0.720947265625,mx,16384
155,0.5519125683060109,at,16384
156,0.54296875,py,16384
157,0.7626953125,mz,16384
158,0.564208984375,au,16384
159,0.5319528739735808,nz,16384
160,0.577392578125,se,16384
161,0.5993265993265994,eg,16384
162,0.6693136698808848,id,16384
163,0.6350257542310522,no,16384
164,0.5823798627002288,ee,16384
165,0.963134765625,tz,16384
166,0.8254060324825986,ve,16384
167,0.8002840909090909,in,16384
168,0.5491116325846463,ae,16384
169,0.7814297452752671,cv,16384
170,0.5681697612732095,pl,16384
171,0.7503932878867331,pa,16384
172,0.5572347266881029,ec,16384
173,0.630113876001687,il,16384
174,0.50927734375,be,16384
175,0.51,lu,16384
176,0.588134765625,gb,16384
177,0.7998046875,ao,16384
178,0.28451882845188287,sk,16384
179,0.7083580320094843,do,16384
180,0.5451334379905809,bo,16384
181,0.610107421875,ie,16384
182,0.56884765625,ch,16384
183,0.5632816408204102,dk,16384
184,0.5705548274355614,kr,16384
185,0.544921875,it,16384
